algo,graph_num_nodes,graph_num_edges,num_queue_pushes,num_settled,num_labels_propagated,num_labels_reset,num_nodes_searched,time_ms,path_distance,path_number_nodes,path_number_flagged_nodes,path_number_pauses
astar_bidir_chpot,81505729,189837356,7741094,9206857,9994594,1594,3404518,16299.753472999999,44346472,3019,3,2
astar_bidir_chpot,81505729,189837356,5200,4422,5304,8,3396,10.596236,21558608,1741,2,1
astar_bidir_chpot,81505729,189837356,579110,579110,652827,0,579110,773.9541290000001,NaN,NaN,NaN,NaN
astar_bidir_chpot,81505729,189837356,1476532,1603035,1803351,205,958575,5520.329534,59774989,2903,12,3
astar_bidir_chpot,81505729,189837356,122919,112702,132618,49,102140,9280.219153999999,76989068,4848,8,4
astar_bidir_chpot,81505729,189837356,708672,673312,754062,801,642599,2501.5788260000004,55774650,3303,16,3
astar_bidir_chpot,81505729,189837356,100421,88488,110587,382,60622,122.164017,41655071,1835,4,2
astar_bidir_chpot,81505729,189837356,976119,943460,1061352,272,894289,14126.921273,71578703,3642,7,4
astar_bidir_chpot,81505729,189837356,139479,143878,180323,445,80838,651.339595,80947501,5171,8,4
astar_bidir_chpot,81505729,189837356,19636912,29710666,33122699,13951,4451677,61410.308193,98437410,5406,13,5
astar_bidir_chpot,81505729,189837356,1750222,1752003,1968901,30,1421975,648379.25878,NaN,NaN,NaN,NaN
astar_bidir_chpot,81505729,189837356,18923,17845,20499,72,5324,21.910183,41289598,2681,12,2
astar_bidir_chpot,81505729,189837356,3468273,3843820,4286476,49,2346879,681310.157699,NaN,NaN,NaN,NaN
astar_bidir_chpot,81505729,189837356,1249663,1253902,1297420,26,761481,513902.07145399996,NaN,NaN,NaN,NaN
astar_bidir_chpot,81505729,189837356,30157,26562,31449,6,25670,56.389737000000004,19338512,1095,6,1
astar_bidir_chpot,81505729,189837356,1217,1011,1222,0,1011,3.159438,12227455,1011,0,0
astar_bidir_chpot,81505729,189837356,2407,1899,2463,6,1625,5.711049999999999,22740092,1342,6,1
astar_bidir_chpot,81505729,189837356,2324634,2654689,2761557,28,1216913,652527.1143039999,NaN,NaN,NaN,NaN
astar_bidir_chpot,81505729,189837356,273303412,359236127,385885992,48150,63218760,630906.5019759999,NaN,NaN,NaN,NaN
astar_bidir_chpot,81505729,189837356,5424,4494,5593,15,4026,10.074097,22900976,1124,5,1
