algo,time_ms,path_distance
core_ch,23.725661,NaN
core_ch_chpot,34.748329,NaN
core_ch,28.723684,NaN
core_ch_chpot,40.435305,NaN
core_ch,25.825672,NaN
core_ch_chpot,36.257604,NaN
core_ch,10.056446,NaN
core_ch_chpot,18.163801,NaN
core_ch,22.509412,NaN
core_ch_chpot,33.014609,NaN
core_ch,31.915794999999996,162965237
core_ch_chpot,20.486948,162965237
core_ch,11.534491,21001233
core_ch_chpot,5.756555,21001233
core_ch,21.762667,86404573
core_ch_chpot,6.5128900000000005,86404573
core_ch,9.539710999999999,36188419
core_ch_chpot,4.191989,36188419
core_ch,20.402807,NaN
core_ch_chpot,30.987303,NaN
core_ch,7.0780449999999995,NaN
core_ch_chpot,13.792764,NaN
core_ch,28.32742,NaN
core_ch_chpot,40.393321,NaN
core_ch,23.862543,NaN
core_ch_chpot,34.965606,NaN
core_ch,23.335592,NaN
core_ch_chpot,34.127157999999994,NaN
core_ch,3.1778039999999996,20007921
core_ch_chpot,2.709379,20007921
core_ch,25.972444,161159789
core_ch_chpot,10.002161000000001,161159789
core_ch,18.745765000000002,232589748
core_ch_chpot,14.17609,232589748
core_ch,24.403208,316142563
core_ch_chpot,25.225107,316476318
core_ch,22.15935,NaN
core_ch_chpot,32.962703000000005,NaN
core_ch,25.399411,NaN
core_ch_chpot,37.088848,NaN
core_ch,21.689747,NaN
core_ch_chpot,31.632459,NaN
core_ch,4.516151000000001,8138609
core_ch_chpot,3.346068,8138609
core_ch,1.609913,NaN
core_ch_chpot,2.3655109999999997,NaN
core_ch,4.098046999999999,14659321
core_ch_chpot,2.748664,14659321
core_ch,22.13522,NaN
core_ch_chpot,32.589124999999996,NaN
core_ch,26.019041,NaN
core_ch_chpot,1.6125550000000002,NaN
core_ch,17.719454,28057232
core_ch_chpot,5.184972,27515290
core_ch,22.905278000000003,NaN
core_ch_chpot,33.91922700000001,NaN
core_ch,35.495543999999995,90776622
core_ch_chpot,10.335248,90776622
core_ch,35.672740000000005,NaN
core_ch_chpot,48.256553000000004,NaN
core_ch,29.142757,174528571
core_ch_chpot,27.372146,174528571
core_ch,13.127108,34345340
core_ch_chpot,6.163279,34345340
core_ch,36.218363000000004,75727685
core_ch_chpot,6.4237340000000005,75727685
core_ch,35.264421999999996,159362975
core_ch_chpot,8.213395,159362975
core_ch,21.082188000000002,NaN
core_ch_chpot,31.659743999999996,NaN
core_ch,22.89507,NaN
core_ch_chpot,33.897731,NaN
core_ch,30.297974,75702559
core_ch_chpot,6.017248,75702559
core_ch,24.947572,82344745
core_ch_chpot,8.307773,82344745
core_ch,11.108137000000001,NaN
core_ch_chpot,17.963467,NaN
core_ch,7.265034,30220490
core_ch_chpot,3.400404,29407816
core_ch,26.745019,302284361
core_ch_chpot,29.440551999999997,307952186
core_ch,27.989078,172068689
core_ch_chpot,25.803664,207539303
core_ch,2.942401,NaN
core_ch_chpot,4.4480129999999996,NaN
core_ch,6.614479,NaN
core_ch_chpot,12.844048,NaN
core_ch,13.739827,NaN
core_ch_chpot,21.82793,NaN
core_ch,30.558319,105380017
core_ch_chpot,9.367251999999999,105883357
core_ch,25.388505,NaN
core_ch_chpot,37.057301,NaN
core_ch,25.131377999999998,NaN
core_ch_chpot,35.999258,NaN
core_ch,23.031444,NaN
core_ch_chpot,34.496666000000005,NaN
core_ch,11.643417,NaN
core_ch_chpot,1.802358,NaN
core_ch,29.083334999999998,85777060
core_ch_chpot,5.5141230000000006,85680655
core_ch,33.546163,148473112
core_ch_chpot,19.731263,148473112
core_ch,11.989761,22032801
core_ch_chpot,5.115851999999999,22032801
core_ch,22.521591,NaN
core_ch_chpot,34.31728,NaN
core_ch,31.044507,159380611
core_ch_chpot,9.047019,159380611
core_ch,41.457446000000004,157945112
core_ch_chpot,17.996238,157945112
core_ch,12.870675,76409784
core_ch_chpot,3.016156,76409784
core_ch,20.103561,88973857
core_ch_chpot,4.142491,88973857
core_ch,10.094871999999999,NaN
core_ch_chpot,17.238579,NaN
core_ch,28.41788,NaN
core_ch_chpot,40.987731,NaN
core_ch,28.663615,225927212
core_ch_chpot,28.238044,225927212
core_ch,2.166174,NaN
core_ch_chpot,3.5036300000000002,NaN
core_ch,3.355706,NaN
core_ch_chpot,4.846581,NaN
core_ch,9.972356999999999,27966988
core_ch_chpot,3.730789,27966988
core_ch,27.034024,NaN
core_ch_chpot,1.635367,NaN
core_ch,17.69503,25880628
core_ch_chpot,4.829988999999999,25880628
core_ch,17.516263000000002,30933401
core_ch_chpot,5.315782,30933401
core_ch,25.727318,164239827
core_ch_chpot,10.698934,164239827
core_ch,7.586832,26705858
core_ch_chpot,2.6849920000000003,26705858
core_ch,42.035745,156930111
core_ch_chpot,13.963511,156930111
core_ch,19.527931,NaN
core_ch_chpot,28.674611,NaN
core_ch,21.040385,NaN
core_ch_chpot,31.113992,NaN
core_ch,12.709787,25132520
core_ch_chpot,3.763581,25132520
core_ch,16.319772,22272289
core_ch_chpot,9.359269,22272289
core_ch,15.859604999999998,27266117
core_ch_chpot,5.958441,27266117
core_ch,17.189914,NaN
core_ch_chpot,26.708222,NaN
core_ch,22.318492,NaN
core_ch_chpot,32.739418,NaN
