algo,graph_num_nodes,graph_num_edges,num_queue_pushes,num_settled,num_labels_propagated,num_labels_reset,num_nodes_searched,time_ms,path_distance,path_number_nodes,path_number_flagged_nodes,path_number_short_pauses,path_number_long_pauses
astar_chpot,12547874,29477659,1455,1181,1489,8,1181,1.349699,12332552,1181,0,0,0
astar_chpot,12547874,29477659,905,691,911,2,691,0.993367,5517450,691,0,0,0
astar_chpot,12547874,29477659,10756,8442,11031,8,8314,7.1163989999999995,26143463,2121,2,1,0
astar_chpot,12547874,29477659,2225,1678,2246,2,1678,2.5292209999999997,15857814,1678,0,0,0
astar_chpot,12547874,29477659,3847,3324,3929,6,2680,2.813617,22693390,1904,2,1,0
astar_chpot,12547874,29477659,711,473,717,0,473,0.7574730000000001,4062382,470,0,0,0
astar_chpot,12547874,29477659,1208,1035,1214,0,1035,1.129608,11967050,1027,0,0,0
astar_chpot,12547874,29477659,1473,1183,1483,0,1183,1.3820359999999998,10389912,1183,0,0,0
astar_chpot,12547874,29477659,1305,883,1316,0,883,1.304739,6634752,883,0,0,0
astar_chpot,12547874,29477659,1436,1168,1442,1,1168,1.539865,12903367,1168,0,0,0
astar_chpot,12547874,29477659,2011,1627,2020,2,1627,1.857011,15536823,1615,0,0,0
astar_chpot,12547874,29477659,1652,1454,1653,1,1454,1.554969,15106478,1454,0,0,0
astar_chpot,12547874,29477659,1416,1178,1443,1,1178,1.34663,12594913,1178,0,0,0
astar_chpot,12547874,29477659,1183,995,1183,0,995,1.179211,9795888,995,0,0,0
astar_chpot,12547874,29477659,1763,1488,1801,15,1488,1.463122,14603181,1481,0,0,0
astar_chpot,12547874,29477659,6137,5188,6284,23,4295,3.892143,23550313,2087,1,1,0
astar_chpot,12547874,29477659,1623,1372,1636,1,1372,1.3410989999999998,14126365,1366,0,0,0
astar_chpot,12547874,29477659,1450,1241,1453,1,1241,1.357295,13345633,1241,0,0,0
astar_chpot,12547874,29477659,1501,1187,1508,0,1187,1.3852859999999998,12389007,1187,0,0,0
astar_chpot,12547874,29477659,2174,1633,2197,1,1633,1.944707,15553489,1633,0,0,0
astar_chpot,12547874,29477659,1137,737,1148,0,737,1.083377,6764471,737,0,0,0
astar_chpot,12547874,29477659,1681,1421,1704,9,1421,1.4961149999999999,14984241,1414,0,0,0
astar_chpot,12547874,29477659,1316,1076,1324,0,1076,1.2798530000000001,15014352,1076,0,0,0
astar_chpot,12547874,29477659,1713,1215,1726,0,1215,1.5190839999999999,10000953,1215,0,0,0
astar_chpot,12547874,29477659,411,245,413,0,245,0.547634,1201331,245,0,0,0
astar_chpot,12547874,29477659,1192,758,1196,0,758,1.1431390000000001,7700219,758,0,0,0
astar_chpot,12547874,29477659,5435,4470,5669,9,4095,3.6844069999999998,22756862,1892,2,1,0
astar_chpot,12547874,29477659,929,775,932,0,775,1.2171040000000002,9739462,775,0,0,0
astar_chpot,12547874,29477659,1564,1048,1583,2,1048,1.374959,6924257,1048,0,0,0
astar_chpot,12547874,29477659,2648,2282,2664,1,2164,2.134193,22779833,1789,1,1,0
astar_chpot,12547874,29477659,1107,806,1115,0,806,1.200451,6029462,806,0,0,0
astar_chpot,12547874,29477659,7425,5990,7617,6,5640,4.922687,25029555,1928,2,1,0
astar_chpot,12547874,29477659,1,1,0,0,1,0.608383,NaN,NaN,NaN,NaN,NaN
astar_chpot,12547874,29477659,1409,1060,1419,0,1060,1.3379130000000001,12933610,1060,0,0,0
astar_chpot,12547874,29477659,1,1,0,0,1,0.082439,NaN,NaN,NaN,NaN,NaN
astar_chpot,12547874,29477659,646,467,649,0,467,0.832268,4026814,467,0,0,0
astar_chpot,12547874,29477659,1340,1156,1356,1,1156,1.371927,13545829,1156,0,0,0
astar_chpot,12547874,29477659,1827,1446,1845,2,1446,1.582359,13834081,1446,0,0,0
astar_chpot,12547874,29477659,1579,1310,1587,0,1310,1.527568,14430754,1310,0,0,0
astar_chpot,12547874,29477659,1397,1202,1402,2,1202,1.3435089999999998,13509292,1202,0,0,0
astar_chpot,12547874,29477659,951,753,953,0,753,1.007513,8513345,753,0,0,0
astar_chpot,12547874,29477659,3472,2947,3550,13,2553,2.344493,26230895,1909,2,1,0
astar_chpot,12547874,29477659,1150,724,1165,0,724,1.23786,5106602,724,0,0,0
astar_chpot,12547874,29477659,1533,1304,1554,8,1304,1.452139,13154625,1292,0,0,0
astar_chpot,12547874,29477659,1929,1404,1954,7,1404,1.626838,12236799,1397,0,0,0
astar_chpot,12547874,29477659,872,639,881,4,639,0.932596,5914487,639,0,0,0
astar_chpot,12547874,29477659,1465,1239,1465,0,1239,1.438503,13768188,1239,0,0,0
astar_chpot,12547874,29477659,695,543,710,4,543,0.852197,4636036,543,3,0,0
astar_chpot,12547874,29477659,4347,3298,4438,1,3121,2.9524690000000002,19935705,1382,1,1,0
astar_chpot,12547874,29477659,1155,1017,1157,1,1017,1.398668,11108894,1017,0,0,0
astar_chpot,12547874,29477659,1984,1410,2007,1,1410,1.8639539999999999,11250536,1410,0,0,0
astar_chpot,12547874,29477659,5049,4376,5160,24,3294,3.3956749999999998,20192542,1723,4,1,0
astar_chpot,12547874,29477659,1384,906,1401,0,906,1.3105529999999999,6059170,906,0,0,0
astar_chpot,12547874,29477659,1208,796,1225,0,796,1.087015,5095884,796,0,0,0
astar_chpot,12547874,29477659,4536,3965,4683,2,2930,2.8090390000000003,20220707,1607,1,1,0
astar_chpot,12547874,29477659,822,697,824,1,697,1.0119230000000001,7358763,697,0,0,0
astar_chpot,12547874,29477659,1776,1472,1793,1,1472,1.491551,15760691,1472,0,0,0
astar_chpot,12547874,29477659,1379,1062,1384,0,1062,1.23768,12642183,1054,0,0,0
astar_chpot,12547874,29477659,1252,1037,1278,0,1037,1.199294,10703361,1037,0,0,0
astar_chpot,12547874,29477659,1174,694,1191,0,694,1.067425,5058631,691,0,0,0
astar_chpot,12547874,29477659,1691,1162,1697,0,1162,1.542538,9770396,1162,0,0,0
astar_chpot,12547874,29477659,1241,1043,1241,0,1043,1.182825,13539261,1043,0,0,0
astar_chpot,12547874,29477659,2009,1478,2028,0,1478,1.7521170000000001,11402868,1478,0,0,0
astar_chpot,12547874,29477659,1556,1321,1563,0,1321,1.5097450000000001,14749936,1321,0,0,0
astar_chpot,12547874,29477659,1086,824,1092,0,824,1.140551,8930777,824,0,0,0
astar_chpot,12547874,29477659,865,736,875,5,736,0.906809,6998302,736,0,0,0
astar_chpot,12547874,29477659,1586,1264,1596,2,1264,1.46238,13024475,1264,0,0,0
astar_chpot,12547874,29477659,2481,2113,2615,23,1572,1.7128569999999999,18960968,1565,3,1,0
astar_chpot,12547874,29477659,1749,1416,1764,4,1416,1.630236,13441184,1415,0,0,0
